title,authors_name,conference_name,published_year,school_institution,domain
"```json
{
    ""title"": ""Triplet Fingerprinting: More Practical and Portable Website Fingerprinting with N-shot Learning""
}
```","```json
{
    ""authors"": ""Payap Sirinam, Nate Mathews, Mohammad Saidur Rahman, Matthew Wright""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2019""
}
```","```json
{
    ""school"": ""Navaminda Kasatriyadhiraj Royal Air Force Academy, Rochester Institute of Technology""
}
```","```json
{
    ""research_domain"": ""website fingerprinting""
}
```"
"{
    ""title"": ""TrojanModel: A Practical Trojan Attack against Automatic Speech Recognition Systems""
}","```json
{
    ""authors"": ""Wei Zong, Yang-Wai Chow, Willy Susilo, Kien Do, Svetha Venkatesh""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""Institute of Cybersecurity and Cryptology (iC2), University of Wollongong, Australia, Applied Artificial Intelligence Institute (A2I2), Deakin University, Australia""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""TROLL MAGNIFIER : Detecting State-Sponsored Troll Accounts on Reddit""
}","{
    ""authors"": ""Mohammad Hammas Saeed, Shiza Ali, Jeremy Blackburn, Emiliano De Cristofaro, Savvas Zannettou, Gianluca Stringhini""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2022""
}
```","```json
{
    ""school"": ""Boston University, Binghamton University, University College London, TU Delft, Max Planck Institute for Informatics""
}
```","```json
{
    ""research_domain"": ""adversarial social networking""
}
```"
"{
    ""title"": ""Troubleshooting an Intrusion Detection Dataset: the CICIDS2017 Case Study""
}","```json
{
    ""authors"": ""Gints Engelen, Vera Rimmer, Wouter Joosen""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","{
    ""school"": ""imec-DistriNet, KU Leuven""
}","```json
{
    ""research_domain"": ""network intrusion detection systems""
}
```"
"{
    ""title"": ""Trouble Over-The-Air: An Analysis of FOTA Apps in the Android Ecosystem""
}","```json
{
    ""authors"": ""Eduardo Blázquez, Sergio Pastrana, Álvaro Feal, Julien Gamba, Platon Kotzias, Narseo Vallina-Rodriguez, Juan Tapiador""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""IMDEA Networks Institute, Universidad Carlos III de Madrid, NortonLifelock Research Group, ICSI""
}
```","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"```json
{
    ""title"": ""TrustOTP: Transforming Smartphones into Secure One-Time Password Tokens""
}
```","{
    ""authors"": ""He Sun, Kun Sun, Yuewu Wang, Jiwu Jing""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""College of William and Mary, Chinese Academy of Sciences, Institute of Information Engineering of CAS, University of Chinese Academy of Sciences""
}
```","```json
{
    ""research_domain"": ""authentication mechanisms""
}
```"
"{
    ""title"": ""Trust, But Verify: A Longitudinal Analysis Of Android OEM Compliance and Customization""
}","```json
{
    ""authors"": ""Andrea Possemato, Simone Aonzoy, Davide Balzarotti, Yanick Fratantonio""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2021""
}
```","```json
{
    ""school"": ""IDEMIA, EURECOM, Cisco Talos""
}
```","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"```json
{
    ""title"": ""Truth Will Out: Departure-Based Process-Level Detection of Stealthy Attacks on Control Systems""
}
```","```json
{
    ""authors"": ""Wissam Aoudi, Mikel Iturbe, Magnus Almgren""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","{
    ""school"": ""Chalmers University of Technology, Mondragon University""
}","```json
{
    ""research_domain"": ""advanced persistent threat detection""
}
```"
"```json
{
    ""title"": ""Twice the Bits, Twice the Trouble: Vulnerabilities Induced by Migrating to 64-Bit Platforms""
}
```","```json
{
    ""authors"": ""Christian Wressnegger, Fabian Yamaguchi, Alwin Maier, Konrad Rieck""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""Institute of System Security, TU Braunschweig""
}
```","```json
{
    ""research_domain"": ""software security""
}
```"
"{
    ""title"": ""Typing High-Speed Cryptography against Spectre v1""
}","{
    ""authors"": ""Basavesh Ammanaghatta Shivakumar, Gilles Barthe, Benjamin Grégoire, Vincent Laporte, Tiago Oliveira, Swarn Priya, Peter Schwabe, Lucas Tabary-Maujean""
}","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""MPI-SP, Bochum, Germany, IMDEA Software Institute, Madrid, Spain, Inria, Sophia Antipolis, France, Université de Lorraine, CNRS, Inria, LORIA, F-54000 Nancy, France, ENS Paris-Saclay, Gif-sur-Yvette, France, Radboud University, Nijmegen, The Netherlands""
}
```","```json
{
    ""research_domain"": ""cryptographic api misuse detection""
}
```"
"```json
{
    ""title"": ""Under the Shadow of Sunshine: Understanding and Detecting Bulletproof Hosting on Legitimate Service Provider Networks""
}
```","```json
{
    ""authors"": ""Sumayah Alrwais, Xiaojing Liao, Xianghang Mi, Peng Wang, XiaoFeng Wang, Feng Qian, Raheem Beyah, Damon McCoy""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Indiana University, King Saud University, Georgia Institute of Technology, New York University""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"```json
{
    ""title"": ""Understanding Linux Malware""
}
```","```json
{
    ""authors"": ""Emanuele Cozzi, Mariano Graziano, Yanick Fratantonio, Davide Balzarotti""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Eurecom, Cisco Systems, Inc.""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"```json
{
    ""title"": ""Understanding and Bridging the Gap Between Unsupervised Network Representation Learning and Security Analytics""
}
```","```json
{
    ""authors"": ""Jiacen Xu, Xiaokui Shu, Zhou Li""
}
```","{
    ""conference"": ""SP""
}","```json
{
    ""year"": ""2024""
}
```","```json
{
    ""school"": ""University of California, Irvine, IBM Research""
}
```","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""Understanding the (In)Security of Cross-side Face Verification Systems in Mobile Apps: A System Perspective""
}","```json
{
    ""authors"": ""Xiaohan Zhang, Haoqi Ye, Ziqi Huang, Xiao Ye, Yinzhi Cao, Yuan Zhang, Min Yang""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","{
    ""school"": ""Fudan University, Johns Hopkins University""
}","```json
{
    ""research_domain"": ""mobile browser security""
}
```"
"{
    ""title"": ""Unearthing Stealthy Program Attacks Buried in Extremely Long Execution Paths""
}","{
    ""authors"": ""Xiaokui Shu, Danfeng (Daphne) Yao, Naren Ramakrishnan""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2015""
}
```","{
    ""school"": ""Virginia Tech""
}","```json
{
    ""research_domain"": ""advanced persistent threat detection""
}
```"
"```json
{
    ""title"": ""Unexpected Data Dependency Creation and Chaining: A New Attack to SDN""
}
```","{
    ""authors"": ""Feng Xiao, Jinquan Zhang, Jianwei Huang, Guofei Gu, Dinghao Wu, Peng Liu""
}","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2020""
}
```","{
    ""school"": ""The Pennsylvania State University, Texas A&M University""
}","```json
{
    ""research_domain"": ""network security""
}
```"
"{
    ""title"": ""UniSan: Proactive Kernel Memory Initialization to Eliminate Data Leakages""
}","{
    ""authors"": ""Kangjie Lu, Chengyu Song, Taesoo Kim, Wenke Lee""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2016""
}
```","```json
{
    ""school"": ""School of Computer Science, Georgia Institute of Technology""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Universal 3-Dimensional Perturbations for Black-Box Attacks on Video Recognition Systems""
}","{
    ""authors"": ""Shangyu Xie, Han Wang, Yu Kong, Yuan Hong""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2022""
}","```json
{
    ""school"": ""Illinois Institute of Technology, Rochester Institute of Technology""
}
```","```json
{
    ""research_domain"": ""adversarial machine learning""
}
```"
"{
    ""title"": ""Unveiling Hardware-based Data Prefetcher, a Hidden Source of Information Leakage""
}","```json
{
    ""authors"": ""Youngjoo Shin, Hyung Chan Kim, Dokeun Kwon, Ji Hoon Jeong, Junbeom Hur""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Kwangwoon University, The Affiliated Institute of ETRI, Korea University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Updatable Oblivious Key Management for Storage Systems""
}","{
    ""authors"": ""Stanislaw Jarecki, Hugo Krawczyk, Jason Resch""
}","{
    ""conference"": ""CCS""
}","{
    ""year"": ""2019""
}","{
    ""school"": ""University of California, Irvine, Algorand Foundation, Independent""
}","```json
{
    ""research_domain"": ""key management""
}
```"
"```json
{
    ""title"": ""Usage Patterns of Privacy-Enhancing Technologies""
}
```","```json
{
    ""authors"": ""Kovila P.L. Coopamootoo""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""Newcastle University""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"```json
{
    ""title"": ""Use Privacy in Data-Driven Systems: Theory and Experiments with Machine Learnt Programs""
}
```","```json
{
    ""authors"": ""Anupam Datta, Matt Fredrikson, Gihyuk Ko, Piotr Mardziel, Shayak Sen""
}
```","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Carnegie Mellon University""
}
```","```json
{
    ""research_domain"": ""privacy preserving computation""
}
```"
"{
    ""title"": ""Using Hardware Features for Increased Debugging Transparency""
}","```json
{
    ""authors"": ""Fengwei Zhang, Kevin Leach, Angelos Stavrou, Haining Wang, Kun Sun""
}
```","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2015""
}","```json
{
    ""school"": ""George Mason University, University of Virginia, University of Delaware""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
"{
    ""title"": ""Utility-Aware Synthesis of Differentially Private and Attack-Resilient Location Traces""
}","```json
{
    ""authors"": ""Mehmet Emre Gursoy, Ling Liu, Stacey Truex, Lei Yu, Wenqi Wei""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""College of Computing, Georgia Institute of Technology""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""VC3: Trustworthy Data Analytics in the Cloud using SGX""
}
```","```json
{
    ""authors"": ""Felix Schuster, Manuel Costa, Cédric Fournet, Christos Gkantsidis, Marcus Peinado, Gloria Mainar-Ruiz, Mark Russinovich""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2015""
}
```","```json
{
    ""school"": ""Microsoft Research, Horst Görtz Institut (HGI) at Ruhr-Universität Bochum, Germany""
}
```","```json
{
    ""research_domain"": ""cloud security""
}
```"
"{
    ""title"": ""Vectorized Batch Private Information Retrieval""
}","```json
{
    ""authors"": ""Muhammad Haris Mughees, Ling Ren""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2023""
}
```","```json
{
    ""school"": ""University of Illinois at Urbana-Champaign""
}
```","```json
{
    ""research_domain"": ""privacy-preserving computation""
}
```"
"```json
{
    ""title"": ""Verena: End-to-End Integrity Protection for Web Applications""
}
```","{
    ""authors"": ""Nikolaos Karapanos, Alexandros Filios, Raluca Ada Popa, Srdjan Capkun""
}","```json
{
    ""conference"": ""SP""
}
```","{
    ""year"": ""2016""
}","{
    ""school"": ""ETH Zurich, UC Berkeley""
}","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Verifying and Synthesizing Constant-Resource Implementations with Types""
}","```json
{
    ""authors"": ""Van Chan Ngo, Mario Dehesa-Azuara, Matthew Fredrikson, Jan Hoffmann""
}
```","```json
{
    ""conference"": ""SP""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""Carnegie Mellon University""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"{
    ""title"": ""Verifying Security Policies in Multi-agent Workflows with Loops""
}","{
    ""authors"": ""Bernd Finkbeiner, Christian Müller, Helmut Seidl, Eugen Zălinescu""
}","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""CISPA, Saarland University, Technische Universität München""
}
```","```json
{
    ""research_domain"": ""information security""
}
```"
"```json
{
    ""title"": ""VerX: Safety Verification of Smart Contracts""
}
```","{
    ""authors"": ""Anton Permenev, Dimitar Dimitrov, Petar Tsankov, Dana Drachsler-Cohen, Martin Vechev""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2020""
}","{
    ""school"": ""ChainSecurity AG, Switzerland, ETH Zurich, Switzerland""
}","```json
{
    ""research_domain"": ""blockchain and cryptographic security""
}
```"
"{
    ""title"": ""Vetting SSL Usage in Applications with SSL INT""
}","{
    ""authors"": ""Boyuan He, Vaibhav Rastogi, Yinzhi Cao, Yan Chen, V.N. Venkatakrishnan, Runqing Yang, Zhenrui Zhang""
}","{
    ""conference"": ""SP""
}","{
    ""year"": ""2015""
}","```json
{
    ""school"": ""Zhejiang University, Northwestern University, Columbia University, University of Illinois, Chicago""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""Viden: Attacker Identification on In-Vehicle Networks""
}","```json
{
    ""authors"": ""Kyong-Tak Cho, Kang G. Shin""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2017""
}
```","```json
{
    ""school"": ""University of Michigan""
}
```","```json
{
    ""research_domain"": ""embedded systems security""
}
```"
"{
    ""title"": ""VisualPhishNet: Zero-Day Phishing Website Detection by Visual Similarity""
}","```json
{
    ""authors"": ""Sahar Abdelnabi, Katharina Krombholz, Mario Fritz""
}
```","```json
{
    ""conference"": ""CCS""
}
```","```json
{
    ""year"": ""2020""
}
```","```json
{
    ""school"": ""CISPA Helmholtz Center for Information Security""
}
```","```json
{
    ""research_domain"": ""web application security""
}
```"
"{
    ""title"": ""VMHunt: A Verifiable Approach to Partially-Virtualized Binary Code Simplification""
}","{
    ""authors"": ""Dongpeng Xu, Jiang Ming, Yu Fu, Dinghao Wu""
}","{
    ""conference"": ""CCS""
}","```json
{
    ""year"": ""2018""
}
```","```json
{
    ""school"": ""Pennsylvania State University, University of Texas at Arlington""
}
```","```json
{
    ""research_domain"": ""malware analysis and detection""
}
```"
